"Show Title","Creator/Showrunner","Character","Role","Gender","Orientation","Species","Race","Disability","Relationship Status","Explicit/Implicit Representation","Confirmation Action 1","Confirmation Action 2","Confirmation Action 3","Finale Confirmation","Deceased","Year Released","Year Confirmed","Series Confirmation Gap","Genre 1","Genre 2","Genre 3","Rating","Common Sense Media Parent Rating Minimum","Common Sense Media Kid Rating Minimum","Rating Gap","Platform","Studio(s)","Broadcast/Cable/Streaming","Paywall"
"Steven Universe","Rebecca Sugar","Yellow Diamond","Recurring Character","Nonbinary","Unknown","Non-Human","N/A","N/A","Single","Explicit","Social Media","Creative Team Interview","","No","No","2013","2016","3","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Eyeball","Recurring Character","Nonbinary","Unknown","Non-Human","N/A","N/A","Single","Explicit","Social Media","Creative Team Interview","","No","No","2013","2016","3","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Bismuth","Recurring Character","Nonbinary","Queer","Non-Human","N/A","N/A","Single","Explicit","Social Media","Creative Team Interview","","No","No","2013","2016","3","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Smoky Quartz","Recurring Character","Nonbinary","Unknown","Non-Human","N/A","N/A","Single","Explicit","Social Media","Creative Team Interview","Pronouns","No","No","2013","2016","3","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Harold Smiley","Recurring Character","Cis, Man","Gay","Human","POC","N/A","Single","Implicit","Social Media","Figure of Speech","Companion Material","No","No","2013","2016","3","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Rhodonite","Recurring Character","Nonbinary","Unknown","Non-Human","N/A","N/A","Single","Explicit","Social Media","Romantic Partnership","Marketing","No","No","2013","2017","4","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Holly Blue Agate","Recurring Character","Nonbinary","Unknown","Non-Human","N/A","N/A","Single","Explicit","Social Media","Creative Team Interview","","No","No","2013","2017","4","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Blue Pearl","Recurring Character","Nonbinary","Unknown","Non-Human","N/A","N/A","Single","Explicit","Social Media","Creative Team Interview","","No","No","2013","2017","4","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Kiki Pizza","Recurring Character","Unknown","Unknown","Human","POC","N/A","Single","Implicit","Companion Material","","","No","No","2013","2017","4","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","White Diamond","Recurring Character","Nonbinary","Unknown","Non-Human","N/A","N/A","Single","Explicit","Social Media","Creative Team Interview","","No","No","2013","2018","5","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Sadie Miller","Recurring Character","Unknown","Unknown","Human","White","N/A","Dating","Explicit","Marketing","Romantic Partnership","","No","No","2013","2019","6","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Peridot","Recurring Character","Nonbinary","Asexual, Aromantic","Non-Human","N/A","N/A","Single","Explicit","Social Media","Creative Team Interview","","Yes","No","2013","2020","7","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Pearl","Supporting Character","Nonbinary","Queer","Non-Human","N/A","N/A","Single","Explicit","Social Media","Romantic Partnership","Affection","No","No","2013","2014","1","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Garnet","Supporting Character","Nonbinary","Queer","Non-Human","N/A","N/A","Single","Explicit","Social Media","Romantic Partnership","","No","No","2013","2014","1","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe","Rebecca Sugar","Amethyst","Supporting Character","Genderfluid","Queer","Non-Human","N/A","N/A","Single","Explicit","Social Media","Creative Team Interview","","No","No","2013","2014","1","Adventure","Drama","Science Fiction","TV-PG","8","8","0","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Steven Universe: Future","Rebecca Sugar","Shep","Guest Character","Trans, Nonbinary","Unknown","Human","POC","N/A","Dating","Explicit","Marketing","Romantic Partnership","Pronouns","No","No","2019","2019","0","Adventure","Comedy","Fantasy","TV-PG","7","9","-2","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Summer Camp Island","Julia Pott","Ghost Dad 1","Guest Character","Man","Unknown","Non-Human","N/A","Unknown","Married","Explicit","Parenting","","","No","No","2018","2018","0","Adventure","Comedy","Fantasy","TV-Y7","5","6","-1","Cartoon Network, HBO Max","Cartoon Network Studios","Cable, Streaming","Yes"
"Summer Camp Island","Julia Pott","Ghost Dad 2","Guest Character","Man","Unknown","Non-Human","N/A","Unknown","Married","Explicit","Parenting","","","No","No","2018","2018","0","Adventure","Comedy","Fantasy","TV-Y7","5","6","-1","Cartoon Network, HBO Max","Cartoon Network Studios","Cable, Streaming","Yes"
"Summer Camp Island","Julia Pott","Alien King","Recurring Character","Unknown","Unknown","Non-Human","N/A","Unknown","Married","Explicit","Confession","Romantic Gestures","Affection","No","No","2018","2018","0","Adventure","Comedy","Fantasy","TV-Y7","5","6","-1","Cartoon Network, HBO Max","Cartoon Network Studios","Cable, Streaming","Yes"
"Summer Camp Island","Julia Pott","Puddle","Recurring Character","Unknown","Unknown","Non-Human","N/A","Unknown","Married","Explicit","Confession","Romantic Gestures","Pronouns","No","No","2018","2018","0","Adventure","Comedy","Fantasy","TV-Y7","5","6","-1","Cartoon Network, HBO Max","Cartoon Network Studios","Cable, Streaming","Yes"
"Superman: The Animated Series","Alan Burnett, Bruce Timm","Toby Raynes","Guest Character","Cis, Woman","Unknown","Human","White","Unknown","Dating","Implicit","Creative Team Interview","Character Proximity","Affection","No","No","1996","2009","13","Action","Adventure","Science Fiction","TV-PG","9","8","1","Kids' WB","Warner Bros. Animation","Broadcast","No"
"Superman: The Animated Series","Alan Burnett, Bruce Timm","Maggie Sawyer","Recurring Character","Cis, Woman","Lesbian","Human","White","Unknown","Dating","Implicit","Creative Team Interview","Character Proximity","Companion Material","No","No","1996","2009","13","Action","Adventure","Science Fiction","TV-PG","9","8","1","Kids' WB","Warner Bros. Animation","Broadcast","No"
"SuperTed","Mike Young","Skeleton","Main Character","Man","Gay","Non-Human","N/A","Unknown","Single","Implicit","Creative Team Interview","","","No","No","1983","2014","31","Adventure","Fantasy","Superhero","TV-Y7-FV","N/A","N/A","#VALUE!","Disney Channel","Siriol Animation","Cable","Yes"
"T.O.T.S.","Travis Braun","Dolphin Mom 1","Guest Character","Woman","Unknown","Non-Human","N/A","Unknown","Married","Explicit","Parenting","","","No","No","2019","2020","1","Adventure. Comedy","Musical","","TV-Y","4","6","-2","Disney Channel, Disney Junior","Titmouse","Cable","Yes"
"T.O.T.S.","Travis Braun","Dolphin Mom 2","Guest Character","Woman","Unknown","Non-Human","N/A","Unknown","Married","Explicit","Parenting","","","No","No","2019","2020","1","Adventure. Comedy","Musical","","TV-Y","4","6","-2","Disney Channel, Disney Junior","Titmouse","Cable","Yes"
"The Amazing World of Gumball","Ben Bocquelet","Gumball Watterson","Main Character","Man","Unknown","Non-Human","N/A","Unknown","Dating","Implicit","Social Media","Affection","","No","No","2011","2019","8","Adventure","Fantasy","Surreal Comedy","TV-Y7","9","7","2","Cartoon Network","Cartoon Network Development Studio Europe","Cable","Yes"
"The Amazing World of Gumball","Ben Bocquelet","Leslie","Recurring Character","Unknown","Unknown","Non-Human","N/A","Unknown","Single","Implicit","LGBTQ Cultural Activities","LGBTQ Cultural References","","No","No","2011","2017","6","Adventure","Fantasy","Surreal Comedy","TV-Y7","9","7","2","Cartoon Network","Cartoon Network Development Studio Europe","Cable","Yes"
"The Boss Baby: Back in Business","Brandon Sawyer","Roosevelt Freeman","Guest Character","Cis, Man","Gay","Human","POC","N/A","Single","Implicit","Insider Confirmation","","","No","No","2018","2021","3","Adventure","Comedy","Fantasy","TV-Y7","8","7","1","Netflix","DreamWorks Animation Television","Streaming","Yes"
"The Boss Baby: Back in Business","Brandon Sawyer","Dr. Kevin","Guest Character","Cis, Man","Gay","Human","POC","Blurred Vision","Single","Implicit","Insider Confirmation","","","No","No","2018","2021","3","Adventure","Comedy","Fantasy","TV-Y7","8","7","1","Netflix","DreamWorks Animation Television","Streaming","Yes"
"The Bravest Knight","Daniel Errico","Sir Cedric","Main Character","Cis, Man","Gay","Human","White","N/A","Married","Explicit","Romantic Partnership","Marketing","Parenting","No","No","2019","2019","0","Family","Fantasy","","TV-PG","4","N/A","#VALUE!","Hulu","Big Bad Boo Studios","Streaming","Yes"
"The Bravest Knight","Daniel Errico","Prince Andrew","Supporting Character","Cis, Man","Gay","Human","POC","N/A","Married","Explicit","Romantic Partnership","Marketing","Parenting","No","No","2019","2019","0","Family","Fantasy","","TV-PG","4","N/A","#VALUE!","Hulu","Big Bad Boo Studios","Streaming","Yes"
"The Bug Diaries","Gilly Fogg","Moma Worm","Recurring Character","Woman","Lesbian","Non-Human","N/A","Unknown","Married","Explicit","Parenting","","","No","No","2019","2019","0","Comedy","Family","","TV-Y","3","N/A","#VALUE!","Amazon Prime Video","Amazon Studios, Lighthouse Studios","Streaming","Yes"
"The Bug Diaries","Gilly Fogg","Mom Worm","Recurring Character","Woman","Lesbian","Non-Human","N/A","Unknown","Married","Explicit","Parenting","","","No","No","2019","2019","0","Comedy","Family","","TV-Y","3","N/A","#VALUE!","Amazon Prime Video","Amazon Studios, Lighthouse Studios","Streaming","Yes"
"The Dragon Prince","Aaron Ehasz, Justin Richmond","Kazi","Guest Character","Nonbinary","Unknown","Non-Human","N/A","Blurred Vision","Single","Implicit","Social Media","","","No","No","2018","2019","1","Action","Adventure","Fantasy","TV-Y7-FV","8","9","-1","Netflix","MWM Studios, Wonderstorm","Streaming","Yes"
"The Dragon Prince","Aaron Ehasz, Justin Richmond","Neha","Guest Character","Cis, Woman","Unknown","Human","POC","Unknown","Married","Explicit","Kiss","Romantic Partnership","Parenting","No","Yes","2018","2019","1","Action","Adventure","Fantasy","TV-Y7-FV","8","9","-1","Netflix","MWM Studios, Wonderstorm","Streaming","Yes"
"The Dragon Prince","Aaron Ehasz, Justin Richmond","Ethari","Guest Character","Man","Unknown","Non-Human","N/A","Unknown","Married","Explicit","Kiss","Romantic Partnership","Affection","No","No","2018","2019","1","Action","Adventure","Fantasy","TV-Y7-FV","8","9","-1","Netflix","MWM Studios, Wonderstorm","Streaming","Yes"
"The Dragon Prince","Aaron Ehasz, Justin Richmond","Annika","Guest Character","Cis, Woman","Unknown","Human","White","Unknown","Married","Explicit","Kiss","Romantic Partnership","Parenting","No","Yes","2018","2019","1","Action","Adventure","Fantasy","TV-Y7-FV","8","9","-1","Netflix","MWM Studios, Wonderstorm","Streaming","Yes"
"The Dragon Prince","Aaron Ehasz, Justin Richmond","Runaan","Recurring Character","Man","Unknown","Non-Human","N/A","Unknown","Married","Explicit","Kiss","Romantic Partnership","Companion Material","No","No","2018","2019","1","Action","Adventure","Fantasy","TV-Y7-FV","8","9","-1","Netflix","MWM Studios, Wonderstorm","Streaming","Yes"
"The Dragon Prince","Aaron Ehasz, Justin Richmond","Amaya","Recurring Character","Cis, Woman","Lesbian","Human","White","Deaf","Single","Implicit","Social Media","Affection","","No","No","2018","2020","2","Action","Adventure","Fantasy","TV-Y7-FV","8","9","-1","Netflix","MWM Studios, Wonderstorm","Streaming","Yes"
"The Dragon Prince","Aaron Ehasz, Justin Richmond","Janai","Recurring Character","Woman","Lesbian","Non-Human","N/A","Unknown","Single","Implicit","Social Media","Affection","","No","No","2018","2020","2","Action","Adventure","Fantasy","TV-Y7-FV","8","9","-1","Netflix","MWM Studios, Wonderstorm","Streaming","Yes"
"The Grim Adventures of Billy & Mandy","Maxwell Atoms","Warden Toadblatt","Recurring Character","Man","Unknown","Non-Human","N/A","N/A","Married","Explicit","Proposal/Marriage","Romantic Partnership","Kiss","No","No","2001","2005","4","Adventure","Black Comedy","Horror","TV-Y7-FV","7","8","-1","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"The Grim Adventures of Billy & Mandy","Maxwell Atoms","The Squidhat","Recurring Character","Man","Unknown","Non-Human","N/A","N/A","Married","Explicit","Proposal/Marriage","Romantic Partnership","Kiss","No","No","2001","2005","4","Adventure","Black Comedy","Horror","TV-Y7-FV","7","8","-1","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"The Hollow","Josh Mepham, Kathy Antonsen Rocchio, Greg Sullivan, Vito Viscomi","Curtis","Guest Character","Cis, Man","Gay","Human","POC","N/A","Married","Explicit","Parenting","","","No","No","2018","2020","2","Adventure","Mystery","Science Fantasy","TV-Y7-FV","10","9","1","Netflix","Slap Happy Cartoons","Streaming","Yes"
"The Hollow","Josh Mepham, Kathy Antonsen Rocchio, Greg Sullivan, Vito Viscomi","Adam","Main Character","Cis, Man","Gay","Human","POC","N/A","Single","Explicit","Identity in Dialogue","LGBTQ Symbols/Symbolism","","No","No","2018","2020","2","Adventure","Mystery","Science Fantasy","TV-Y7-FV","10","9","1","Netflix","Slap Happy Cartoons","Streaming","Yes"
"The Hollow","Josh Mepham, Kathy Antonsen Rocchio, Greg Sullivan, Vito Viscomi","Paul","Recurring Character","Cis, Man","Gay","Human","White","N/A","Married","Explicit","Parenting","","","No","No","2018","2020","2","Adventure","Mystery","Science Fantasy","TV-Y7-FV","10","9","1","Netflix","Slap Happy Cartoons","Streaming","Yes"
"The Legend of Korra","Michael Dante DiMartino, Bryan Konietzko","Kyoshi","Guest Character","Cis, Woman","Bisexual","Human","POC","Unknown","Single","Explicit","Companion Material","","","No","Yes","2012","2018","6","Action","Adventure","Science Fantasy","TV-Y7-FV","11","9","2","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Legend of Korra","Michael Dante DiMartino, Bryan Konietzko","Korra","Main Character","Cis, Woman","Bisexual","Human","POC","PTSD","Dating","Implicit","Social Media","Companion Material","Romantic Symbols/Symbolism","Yes","No","2012","2014","2","Action","Adventure","Science Fantasy","TV-Y7-FV","11","9","2","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Legend of Korra","Michael Dante DiMartino, Bryan Konietzko","Kya","Recurring Character","Cis, Woman","Unknown","Human","POC","Unknown","Single","Implicit","Companion Material","","","No","No","2012","2017","5","Action","Adventure","Science Fantasy","TV-Y7-FV","11","9","2","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Legend of Korra","Michael Dante DiMartino, Bryan Konietzko","Asami Sato","Supporting Character","Cis, Woman","Bisexual","Human","POC","Unknown","Dating","Explicit","Social Media","Affection","Companion Material","Yes","No","2012","2014","2","Action","Adventure","Science Fantasy","TV-Y7-FV","11","9","2","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Loud House","Chris Savino, Michael Rubiner","Lainey","Guest Character","Cis, Woman","Lesbian","Human","White","N/A","Dating","Explicit","Social Media","Romantic Partnership","","No","No","2016","2020","4","Adventure","Comedy","Family","TV-Y7","9","8","1","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Loud House","Chris Savino, Michael Rubiner","Alice","Guest Character","Cis, Woman","Lesbian","Human","POC","N/A","Dating","Explicit","Social Media","Romantic Partnership","","No","No","2016","2020","4","Adventure","Comedy","Family","TV-Y7","9","8","1","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Loud House","Chris Savino, Michael Rubiner","Howard McBride","Recurring Character","Cis, Man","Gay","Human","White","N/A","Married","Explicit","Parenting","","","No","No","2016","2016","0","Adventure","Comedy","Family","TV-Y7","9","8","1","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Loud House","Chris Savino, Michael Rubiner","Harold McBride","Recurring Character","Cis, Man","Gay","Human","POC","N/A","Married","Explicit","Parenting","","","No","No","2016","2016","0","Adventure","Comedy","Family","TV-Y7","9","8","1","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Loud House","Chris Savino, Michael Rubiner","Dana Dufresne","Recurring Character","Trans, Woman","Undetermined","Human","White","Blurred Vision","Single","Implicit","Social Media","Voice Actor","","No","No","2016","2019","3","Adventure","Comedy","Family","TV-Y7","9","8","1","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Loud House","Chris Savino, Michael Rubiner","Sam Sharp","Recurring Character","Cis, Woman","Lesbian","Human","White","N/A","Dating","Explicit","Romantic Gestures","Romantic Partnership","","No","No","2016","2019","3","Adventure","Comedy","Family","TV-Y7","9","8","1","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Loud House","Chris Savino, Michael Rubiner","Miguel","Recurring Character","Cis, Man","Gay","Human","POC","N/A","Single","Implicit","Insider Confirmation","Voice Actor","","No","No","2016","2021","3","Adventure","Comedy","Family","TV-Y7","9","8","1","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Loud House","Chris Savino, Michael Rubiner","Luna Loud","Supporting Character","Cis, Woman","Lesbian/Bisexual","Human","White","N/A","Dating","Explicit","Confession","Romantic Gestures","Romantic Partnership","No","No","2016","2017","1","Adventure","Comedy","Family","TV-Y7","9","8","1","Nickelodeon","Nickelodeon Animation Studio","Cable","Yes"
"The Owl House","Dana Terrace","Willow's Dad 2","Guest Character","Man","Unknown","Non-Human","N/A","Unknown","Married","Explicit","Parenting","","","No","No","2020","2020","0","Comedy-Horror","Fantasy","Mystery","TV-Y7-FV","7","9","-2","Disney Channel","Disney Television Animation","Cable","Yes"
"The Owl House","Dana Terrace","Willow's Dad 1","Guest Character","Man","Unknown","Non-Human","N/A","Unknown","Married","Explicit","Parenting","","","No","No","2020","2020","0","Comedy-Horror","Fantasy","Mystery","TV-Y7","7","9","-2","Disney Channel","Disney Television Animation","Cable","Yes"
"The Owl House","Dana Terrace","Luz Noceda","Main Character","Cis, Woman","Bisexual","Human","POC","Unknown","Single","Explicit","Creative Team Interview","Affection","Social Media","No","No","2020","2020","0","Comedy-Horror","Fantasy","Mystery","TV-Y7","7","9","-2","Disney Channel","Disney Television Animation","Cable","Yes"
"The Owl House","Dana Terrace","Amity Blight","Supporting Character","Woman","Lesbian","Non-Human","N/A","Unknown","Single","Explicit","Creative Team Interview","Romantic Gestures","Social Media","No","No","2020","2020","0","Comedy-Horror","Fantasy","Mystery","TV-Y7","7","9","-2","Disney Channel","Disney Television Animation","Cable","Yes"
"The Proud Family","Bruce W. Smith, Doreen Spicer","Michael Collins","Recurring Character","Cis, Man","Unknown","Human","POC","Unknown","Single","Implicit","LGBTQ Cultural References","","","No","No","2001","2005","4","Comedy","Family","","TV-G","9","8","1","Disney Channel","Disney Television Animation, Jambalaya Studio","Cable","Yes"
"Too Loud","Nico Colaleo","Jeffrey/Desir̩e","Main Character","Trans, Woman","Undetermined","Human","White","Unknown","Single","Explicit","Confession","Identity in Dialogue","Social Media","No","No","2017","2019","2","Comedy","","","TV-Y7","N/A","N/A","#VALUE!","Peacock Kids YouTube Channel","DreamWorks Animation","Streaming","Yes"
"Transformers: Cyberverse","N/A","Acid Storm","Recurring Character","Genderfluid","Unknown","Non-Human","N/A","N/A","Single","Implicit","Social Media","Gender Presentation","","No","No","2018","2018","0","Action","Science Fiction","","TV-Y7-FV","7","7","0","Cartoon Network","Allspark Animation, Boulder Media Limited","Cable","Yes"
"Transformers: Prime","Roberto Orci, Alex Kurtzman, Duane Capizzi, Jeff Kline","Knock Out","Supporting Character","Man","Gay","Non-Human","N/A","Unknown","Single","Implicit","Marketing","","","No","No","2010","2011","1","Action","Comedy","Science Fiction","TV-Y7-FV","10","9","1","Discovery Family, The CW's Vortexx","Hasbro Studios, K/O Paper Products","Broadcast, Cable","No"
"Twelve Forever","Julia Vickerman","Conelly","Guest Character","Cis, Woman","Queer","Human","POC","Unknown","Single","Implicit","Insider Confirmation","Voice Actor","","No","No","2019","2019","0","Action","Adventure","Comedy","TV-PG","7","8","-1","Netflix","PUNY Entertainment, The Cartel","Streaming","Yes"
"Twelve Forever","Julia Vickerman","Galaxander","Guest Character","Man","Unknown","Non-Human","N/A","Unknown","Exes","Explicit","Romantic Partnership","Confession","","No","No","2019","2019","0","Action","Adventure","Comedy","TV-PG","7","8","-1","Netflix","PUNY Entertainment, The Cartel","Streaming","Yes"
"Twelve Forever","Julia Vickerman","Red Constellation","Guest Character","Man","Unknown","Non-Human","N/A","Unknown","Exes","Explicit","Romantic Partnership","","","No","No","2019","2019","0","Action","Adventure","Comedy","TV-PG","7","8","-1","Netflix","PUNY Entertainment, The Cartel","Streaming","Yes"
"Twelve Forever","Julia Vickerman","Reggie","Main Character","Cis, Woman","Queer","Human","White","Unknown","Single","Explicit","Creative Team Interview","Affection","","No","No","2019","2019","0","Action","Adventure","Comedy","TV-PG","7","8","-1","Netflix","PUNY Entertainment, The Cartel","Streaming","Yes"
"Twelve Forever","Julia Vickerman","Beefhouse","Recurring Character","Man","Unknown","Non-Human","N/A","Unknown","Dating","Explicit","Character Proximity","Kiss","","No","No","2019","2019","0","Action","Adventure","Comedy","TV-PG","7","8","-1","Netflix","PUNY Entertainment, The Cartel","Streaming","Yes"
"Twelve Forever","Julia Vickerman","Mack","Recurring Character","Man","Unknown","Non-Human","N/A","Unknown","Dating","Explicit","Character Proximity","Kiss","","No","Yes","2019","2019","0","Action","Adventure","Comedy","TV-PG","7","8","-1","Netflix","PUNY Entertainment, The Cartel","Streaming","Yes"
"Victor & Valentino","Diego Molano","Xochi Jalape̱o","Recurring Character","Cis, Woman","Unknown","Human","POC","Unknown","Single","Explicit","Affection","","","No","No","2019","2019","0","Adventure","Comedy","Supernatural Mystery","TV-Y7-FV","7","9","-2","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Victor & Valentino","Diego Molano","Amabel","Recurring Character","Cis, Woman","Unknown","Human","POC","Unknown","Single","Explicit","Affection","","","No","No","2019","2019","0","Adventure","Comedy","Supernatural Mystery","TV-Y7-FV","7","9","-2","Cartoon Network","Cartoon Network Studios","Cable","Yes"
"Voltron: Legendary Defender","Joaquim Dos Santos, Lauren Montgomery","Curtis","Guest Character","Cis, Man","Gay","Human","Unknown","Unknown","Married","Explicit","Kiss","Proposal/Marriage","","Yes","No","2016","2018","2","Action","Adventure","Science Fantasy","TV-Y7-FV","10","10","0","Netflix","DreamWorks Animation Television, World Events Productions","Streaming","Yes"
"Voltron: Legendary Defender","Joaquim Dos Santos, Lauren Montgomery","Waiter","Guest Character","Man","Unknown","Non-Human","N/A","Unknown","Single","Explicit","Creative Team Interview","Affection","","No","Yes","2016","2018","2","Action","Adventure","Science Fantasy","TV-Y7-FV","10","10","0","Netflix","DreamWorks Animation Television, World Events Productions","Streaming","Yes"
"Voltron: Legendary Defender","Joaquim Dos Santos, Lauren Montgomery","Adam","Guest Character","Cis, Man","Gay","Human","Unknown","Blurred Vision","Exes","Explicit","Marketing","Character Proximity","","No","Yes","2016","2018","2","Action","Adventure","Science Fantasy","TV-Y7-FV","10","10","0","Netflix","DreamWorks Animation Television, World Events Productions","Streaming","Yes"
"Voltron: Legendary Defender","Joaquim Dos Santos, Lauren Montgomery","Takashi ""Shiro"" Shirogane","Main Character","Cis, Man","Gay","Human","POC","Amputee, PTSD","Married","Explicit","Marketing","Kiss","Romantic Partnership","No","No","2016","2018","2","Action","Adventure","Science Fantasy","TV-Y7-FV","10","10","0","Netflix","DreamWorks Animation Television, World Events Productions","Streaming","Yes"
"Voltron: Legendary Defender","Joaquim Dos Santos, Lauren Montgomery","Blaytz","Recurring Character","Man","Unknown","Non-Human","N/A","Unknown","Single","Explicit","Creative Team Interview","Affection","","No","Yes","2016","2018","2","Action","Adventure","Science Fantasy","TV-Y7-FV","10","10","0","Netflix","DreamWorks Animation Television, World Events Productions","Streaming","Yes"
"W.I.T.C.H.","Andrew Nicholls, Darrell Vickers, Greg Weisman","Irma Lair","Main Character","Cis, Woman","Lesbian","Human","White","N/A","Single","Implicit","Social Media","Romantic Rejection/Avoidance","","No","No","2004","2005","1","Action","Comedy","Fantasy","TV-Y7","9","8","1","ABC Kids, Toon Disney","SIP Animation, The Walt Disney Company","Broadcast, Cable","No"
"W.I.T.C.H.","Andrew Nicholls, Darrell Vickers, Greg Weisman","Nerissa","Recurring Character","Cis, Woman","Bisexual","Human","White","N/A","Single","Implicit","Social Media","Figure of Speech","","No","No","2004","2014","10","Action","Comedy","Fantasy","TV-Y7","9","8","1","ABC Kids, Toon Disney","SIP Animation, The Walt Disney Company","Broadcast, Cable","No"
"W.I.T.C.H.","Andrew Nicholls, Darrell Vickers, Greg Weisman","Cassidy","Recurring Character","Cis, Woman","Lesbian","Human","White","N/A","Single","Implicit","Social Media","","","No","No","2004","2014","10","Action","Comedy","Fantasy","TV-Y7","9","8","1","ABC Kids, Toon Disney","SIP Animation, The Walt Disney Company","Broadcast, Cable","No"
"WordGirl","Jack Ferraiolo, Dorothea Gillim","Johnson","Recurring Character","Cis, Man","Unknown","Human","Unknown","Unknown","Single","Implicit","Social Media","Affection","","No","No","2007","2014","7","Adventure","Comedy","Science Fiction","TV-Y7","5","6","-1","PBS Kids","Scholastic, Soup2Nuts","Broadcast","No"
"WordGirl","Jack Ferraiolo, Dorothea Gillim","TJ","Recurring Character","Cis, Man","Unknown","Human","Unknown","Unknown","Single","Implicit","Social Media","Affection","","No","No","2007","2014","7","Adventure","Comedy","Science Fiction","TV-Y7","5","6","-1","PBS Kids","Scholastic, Soup2Nuts","Broadcast","No"
"Young Justice","Greg Weisman, Brandon Vietti","Marie Logan","Guest Character","Cis, Woman","Lesbian","Human","White","N/A","Single","Implicit","Companion Material","Social Media","","No","Yes","2010","2013","3","Action","Adventure","Science Fiction","TV-PG","10","10","0","Cartoon Network, DC Universe","DC Entertainment, Warner Bros. Animation","Cable, Streaming","Yes"
"Young Justice","Greg Weisman, Brandon Vietti","Kaldur'ahm","Main Character","Cis, Man","Bisexual/Pansexual/Polysexual","Human","POC","N/A","Dating","Explicit","Creative Team Interview","Affection","Social Media","No","No","2010","2019","9","Action","Adventure","Science Fiction","TV-PG","10","10","0","Cartoon Network, DC Universe","DC Entertainment, Warner Bros. Animation","Cable, Streaming","Yes"
"Young Justice","Greg Weisman, Brandon Vietti","Eduardo ""Ed"" Dorado Jr.","Recurring Character","Cis, Man","Gay","Human","POC","N/A","Dating","Implicit","Insider Confirmation","","","No","No","2010","2021","11","Action","Adventure","Science Fiction","TV-PG","10","10","0","Cartoon Network, DC Universe","DC Entertainment, Warner Bros. Animation","Cable, Streaming","Yes"
